Longitude;Latitude;FID;name;total_slot;operative;id
24.950292890004903;60.155444793742276;1;Kaivopuisto;30;Yes;001
24.956347471358754;60.160959093887129;2;Laivasillankatu;12;Yes;002
24.944927399779715;60.158189199971673;3;Kapteeninpuistikko;16;Yes;003
24.915683;60.16902;4;Viiskulma;28;Yes;004
24.941325;60.170032;5;Designmuseo;12;Yes;005
24.938062;60.160964;6;Hietalahdentori;24;Yes;006
